"full_name","title","url","state","created","updated","closed","comments","body","author","days_open","days_no_activity"
"Novartis/xgxr","error compiling vignette nlmixr_theo.Rmd when running devtools::build(""xgxr-master"")","https://github.com/Novartis/xgxr/issues/1","closed",2019-07-08,2020-01-28,2020-01-25,4,"![image](https://user-images.githubusercontent.com/44787126/60824039-e6afbb00-a176-11e9-9051-2059a8a182b0.png)
","margoal1",201,-3
"pharmaR/riskmetric","Outline core deliverables for R/Pharma","https://github.com/pharmaR/riskmetric/issues/26","closed",2019-07-08,2020-08-27,2020-08-27,0,"Hi @kkmann & @elong0527 - After our call today, Yilong and I discussed what we saw as the target for a deliverable for R/Pharma. The core functionality that we're trying to hit are:

- [x] At least 2 metrics robustly developed 
- [x] A master ""assessment"" function that can be run to evaluate available metrics given a list of packages to assess
- [x] Perhaps a vignette on how to develop a new metric and score metrics within an organization
- [ ] Create a project board as a backlog of metrics to be implemented such that new contributors will have a good idea of what they can do to add to the package.

The idea is that we have enough built for a small demo -- ideally 2+ metrics that can be assessed over a list of packages. With a working demo, we can use R/Pharma as an opportunity to show others in the industry how they can contribute new metric functions to a central code base and implement summarizing functions on top of the metrics to characterize risk.

@andyofsmeg - let me know if this is in line with what you were expecting. 
@elong0527, @kkmann - any further thoughts on this as a proposed scope?","dgkf",416,0
"Novartis/xgxr","update user install instructions","https://github.com/Novartis/xgxr/pull/2","closed",2019-07-08,2019-07-08,2019-07-08,1,"_Package_Install_New_User.R now contains 3 options for installing the xgxr package / using the xgxr functions.","margoal1",0,0
"pharmaR/riskmetric","added assessment function (see #27) for ""has NEWS""","https://github.com/pharmaR/riskmetric/pull/28","closed",2019-07-09,2019-07-24,2019-07-24,0,"I implemented `get_*` style functions (renamed to `assess_*` as per #27) for determining whether a package has a NEWS file.

* [for remote package references](https://github.com/pharmaR/riskmetric/blob/6b7b75e63ca9ad8316eff161f617664eb00182be/R/pkg_metric_has_news.R#L15-L31), the CRAN webpage is parsed for a NEWS link 
* [for installed package references](https://github.com/pharmaR/riskmetric/blob/6b7b75e63ca9ad8316eff161f617664eb00182be/R/pkg_metric_has_news.R#L35-L42), the `system.file(package = <name>)` location is used as a search path for a `NEWS.*` file
* [for source package references](https://github.com/pharmaR/riskmetric/blob/6b7b75e63ca9ad8316eff161f617664eb00182be/R/pkg_metric_has_news.R#L46-L53), the source package directory is used as a search path for a `NEWS.*` file

I also added a [`score`](https://github.com/pharmaR/riskmetric/blob/6b7b75e63ca9ad8316eff161f617664eb00182be/R/pkg_metric_has_news.R#L95-L99) function dispatched on `pkg_metric_has_news` which returns `1` if any of the NEWS files are deemed valid (can be parsed by a respective `.Rd` or `.md` reader) or `0` otherwise.

There are a couple small utilities added for getting a list of non-installed CRAN package names and installed package names to make it easier to share examples (as shown below)

Some examples of how this might be used:

1. using a remote package:
   ```r
   pkg_name <- sample(riskmetric:::not_installed_packages(), 1)
   pkg <- as.pkg_ref(pkg_name)  
   assessment <- assess_has_news(pkg)
   assessment_risk_score <- score(assessment)
   
   cat(sprintf(
     ""package '%s' has %s NEWS file"", 
     pkg_name, 
     if (assessment_risk_score) ""a"" else ""no""))
   ```

2. using an installed package:
   ```r
   pkg_name <- sample(riskmetric:::installed_packages(), 1)
   pkg <- as.pkg_ref(pkg_name)  
   assessment <- assess_has_news(pkg)
   assessment_risk_score <- score(assessment)
   
   cat(sprintf(
     ""package '%s' has %s NEWS file"", 
     pkg_name, 
     if (assessment_risk_score) ""a"" else ""no""))
   ```

3. using a package source directory:
   ```r
   pkg_dir <- getwd()  # assuming working directory is riskmetric package directory
   pkg <- as.pkg_ref(pkg_dir)  
   assessment <- assess_has_news(pkg)
   assessment_risk_score <- score(assessment)
   
   cat(sprintf(
     ""package source at '%s' has %s NEWS file"", 
     pkg_dir, 
     if (assessment_risk_score) ""a"" else ""no""))
   ```

For critique on the design and structure, please continue the discussion in #27, otherwise we can discuss implementation details in this PR","dgkf",15,0
"pharmaR/riskmetric","function naming conventions & package structure (part 2)","https://github.com/pharmaR/riskmetric/issues/27","closed",2019-07-09,2019-08-03,2019-08-03,1,"A continuation of the issue thread #16 now that we've started to settle on a more concrete structure for the package.

In response to @kkmann's suggestions in that thread, I think that having some sort of prefix for the `get_*`-style functions is necessary to keep them easily discoverable. Since all of these functions are inherently similar in their accepted input datatypes and output datatypes, I think that this prefix is valuable for communicating this consistency (similar to `testthat::expect_*` or `ggplot2::geom_*`). 

## naming convention proposal

I've been toying around with the following naming convention and flow for how a summarized score might eventually be developed. It uses three templates for functions, `assess_*` (replacing `get_*`), `score` and `summarize_risk`:

- `assess_*` (e.g. `assess_coverage`, `assess_has_news`)
   This is used for initially gathering related metadata pertaining to an individual metric. This family of functions would be used to transform a package reference into a package metric.
   
   |input|function|output|
   |---|---|--|
   |**S3** `c(""pkg_install"", ""pkg_reference"")`|`assess_coverage.pkg_install`|**S3** `c(""pkg_metric_coverage"", ""pkg_metric"")`|

- `score` (e.g. `score.pkg_coverage`, `score.pkg_has_news`)
   Ideally this is just a single function that dispatches based on the type of metric that is to be scored such that we can define a conversion from metric metadata to some numeric indication of quality (I propose a 0-1 scale for all scores). For example, for `pkg_has_news`, any presence of a valid NEWS file might be considered a 1 on a 0 to 1 scale. We can then iterate on this if we want more granularity.

   |input|function|output|
   |---|---|---|
   |**S3** `c(""pkg_metric_coverage"", ""pkg_metric"")`|`score.pkg_metric_coverage`|**numeric** (0-1)|

- `summarize_risk`
   Finally, with one score per metric we can define a summarizing function to characterize the risk of a package with a single value.

   |input|function|output|
   |---|---|---|
   |**numeric vector** (0-1)|`summarize_risk`|**numeric** (0-1)|

## example package workflow using this structure

With all of these pieces in play, a common usage might look like this:

1. create a tibble column of package names

   |package|
   |---|
   |`""tools""`|
   |`""ggplot2""`|
   |...|
1. apply `as.pkg_reference` over column to create a column of `pkg_reference` objects

   |package|
   |---|
   |`<S3: pkg_install, pkg_reference>`|
   |`<S3: pkg_remote, pkg_reference>`|
   |...|
1. apply a list of `assess_*` functions to each `pkg_reference` object to produce a tibble of `pkg_metric` columns (one per assessment)

   |package|coverage|has_news|
   |---|---|---|
   |`<S3: pkg_install, pkg_reference>`|`<S3: pkg_metric_coverage, pkg_metric>`|`<S3: pkg_metric_has_news, pkg_metric>`|
   |`<S3: pkg_remote, pkg_reference>`|`<S3: pkg_metric_coverage, pkg_metric>`|`<S3: pkg_metric_has_news, pkg_metric>`|
   |...|...|...|
1. apply `score` to all cells except in column ""package"", producing a tibble of numeric scores (one per assessment)

   |package|coverage|has_news|
   |---|---|---|
   |`<S3: pkg_install, pkg_reference>`|0.95|1|
   |`<S3: pkg_remote, pkg_reference>`|0.87|1|
   |...|...|...|
1. summarize all scores into a summarized risk score 

   |package|coverage|has_news|risk score|
   |---|---|---|---|
   |`<S3: pkg_install, pkg_reference>`|0.95|1|**0.02**|
   |`<S3: pkg_remote, pkg_reference>`|0.87|1|**0.07**|
   |...|...|...|...|

I think it would be nice to have a user-facing function that accepts a list of package names (or `pkg_reference` objects) and an optional list of `assess_*` functions (defaulting to using all available internal `assess_*` functions) to do this in a user-friendly way. ","dgkf",25,0
"nlmixrdevelopment/nlmixr","If else statements in FOCEi","https://github.com/nlmixrdevelopment/nlmixr/issues/196","closed",2019-07-09,2019-07-10,2019-07-10,5,"Hi @mattfidler,

With the current version of nlmixr, when I use if else statement in the model code with FOCEi, it throws an error shown below. It worked in the older version, could you please let me know if there any workaround for this?

![image](https://user-images.githubusercontent.com/20660426/60920583-87c96f00-a266-11e9-80e7-b37933bff3a6.png)

","karthikl6",1,0
"nlmixrdevelopment/nlmixr","Corrector covergence failed repeatedly with FOCEi","https://github.com/nlmixrdevelopment/nlmixr/issues/197","closed",2019-07-10,2019-07-22,2019-07-22,3,"Hi @mattfidler ,

I'm trying to understand what this error means? I'm currently using FOCEi algorithm to fit an indirect response model. Could you please let me know what this means?

![image](https://user-images.githubusercontent.com/20660426/60967076-cbb08880-a2e7-11e9-8c63-17d24aa6cff7.png)
","karthikl6",12,0
"nlmixrdevelopment/nlmixr","Timeout in nlmixr","https://github.com/nlmixrdevelopment/nlmixr/issues/198","closed",2019-07-14,2019-07-15,2019-07-15,5,"Is it possible to run an `nlmixr` call with timeout? (I.e. return - for example - `NULL` if not finished within X seconds.)

The `R.utils::withTimeout` would be the usual tool, but it doesn't seem to work:

```
R.utils::withTimeout( nlmixr(one.compartment.saem, theo_sd, est=""saem""), timeout = 5 )
```

It gives an error, but then goes further as if nothing happened.

Also, I don't seem to be able to catch this error:

```
tryCatch( R.utils::withTimeout( nlmixr(one.compartment.saem, theo_sd, est=""saem""),
          timeout = 5 ),
          error = function( e ) message( ""Error"" ),
          TimeoutException = function(ex) message(""Timeout"") )
```

Finally, `nlmixr` has no built-in timeout option (as far as I know!), so now I am stuck...","tamas-ferenci",1,0
"Novartis/xgxr","Fariba","https://github.com/Novartis/xgxr/pull/3","closed",2019-07-15,2019-07-15,2019-07-15,1,"","faribas",0,0
"nlmixrdevelopment/nlmixr","How to code a PK model with an absorption delay? ","https://github.com/nlmixrdevelopment/nlmixr/issues/200","closed",2019-07-15,2019-07-22,2019-07-22,10,"Dear @mattfidler, 

I would like to code a model with a Tlag in nlmixr but I have some issues.

First to be more precise, it is a one-compartment model, with first-order absorption kinetics and linear elimination kinetics. 
The drug is administered orally. 

I coded my model as follows: 
![image](https://user-images.githubusercontent.com/52911686/61216951-ea12eb80-a70e-11e9-8b03-2a2eefb9f975.png)

However, when I launch my fit thanks to the following instructions:
fit <- nlmixr(f, data, est=""saem"", saemControl(seed=123456, n.burn=5, n.em=300, nmc=5), table = tableControl(cwres=TRUE, npde=TRUE))

I receive the error message below: 
![image](https://user-images.githubusercontent.com/52911686/61217057-3100e100-a70f-11e9-80f1-d63a4f5e87a3.png)

Is the synthesis of the model with a Tlag correct? Indeed, I did not find any model with a Tlag, so I was inspired by the guidelines with a model without Tlag (so a ka, v, cl model) and I do not know if the code I wrote is correct.
I know that a closed form solution exists because I estimate the population parameter with this model with a Tlag with other software. 

I also tried to code the model in ODE form. I ended up with the following code: 
![image](https://user-images.githubusercontent.com/52911686/61217782-bf299700-a710-11e9-90b7-e5e4900af5c7.png)

The fit was done correctly. I still wonder if the syntax is correct or should I code the model differently? 
 
Regards, 
MP","MorganePhilipp",7,0
"nlmixrdevelopment/nlmixr","How to fix the number of iterations for the smoothing phase in SAEM in nlmixr ?","https://github.com/nlmixrdevelopment/nlmixr/issues/199","closed",2019-07-15,2019-07-21,2019-07-20,6,"Dear @mattfidler,

Is it possible to fix the number of iterations for the smoothing phase in SAEM in nlmixr (equivalent to Monolix's K_2 )?

I found in the guidelines available on r how to fix seed, nBurn, nEm, nmc but I find nothing about how to fix the number of iterations for the smoothing phase.
![image](https://user-images.githubusercontent.com/52911686/61216157-f0a06380-a70c-11e9-8be3-e50b3f27b3af.png)

I would like to fix it also in my code which is currently as follows:  
fit <- nlmixr(f, data, est=""saem"", saemControl(seed=123456, n.burn=5, n.em=300, nmc=5), table = tableControl(cwres=TRUE, npde=TRUE))

Regards,
MP","MorganePhilipp",5,-1
"nlmixrdevelopment/nlmixr","Can't pass control as an argument to nlmixr within a function","https://github.com/nlmixrdevelopment/nlmixr/issues/201","closed",2019-07-16,2019-07-22,2019-07-20,6,"It seems pretty mysterious, but for some reason, this doesn't work:

```
foo <- function( fit, incontrol = list( print = 0 ) ) {
  nlmixr( fit, theo_sd, est = ""saem"", control = incontrol )
}

fit2 <- nlmixr( one.compartment.saem, theo_sd, est = ""saem"" )
foo( fit2 )
```

I can't imagine what could have gone wrong here (or I am overlooking something trivial?).

This is what I get:
```
> foo( fit2 )
Error in base::serialize(object, connection = NULL, ascii = ascii, version = serializeVersion) :
object 'incontrol' not found
Called from: base::serialize(object, connection = NULL, ascii = ascii, version = serializeVersion)
Browse[1]> Q
```","tamas-ferenci",4,-2
"nlmixrdevelopment/nlmixr","Fitting fails with multiple models","https://github.com/nlmixrdevelopment/nlmixr/issues/202","closed",2019-07-19,2020-09-10,2020-09-10,11,"Hello,

I have encountered a very peculiar error. A few days ago I was fitting different models using nlmixr one after the other successfully. After a crash from R this is now impossible. I run the code and only the first models that I run gets fitted and the rest give an error that nlmixr could not fit the data. Even if I try to fit the same model that just fitted it fails.

If I restart the session and pick another model then it will fit that the first time I run and then the same all over again.

I tried reinstalling and it didn't help","DimitrisVoul",419,0
"nlmixrdevelopment/nlmixr","Modeling in logit domain: Back-transform VPC object","https://github.com/nlmixrdevelopment/nlmixr/issues/203","closed",2019-07-21,2019-07-24,2019-07-24,9,"Hi @mattfidler ,

I'm modeling my PD data which are scores and had to constrain them between certain limits. So, I'm modeling them in logit domain by transforming both sides approach. Now, when I do VPC, is there any way that I back-transform my VPC plot from logit domain? I tried to access data in VPC object and could transform the simulation statistics (q5, median, q95) but not the observed data statistics. Could you help me if there is a work-around?","karthikl6",3,0
"nlmixrdevelopment/nlmixr","Allow split lines for lag","https://github.com/nlmixrdevelopment/nlmixr/issues/205","closed",2019-07-22,2020-09-10,2020-09-10,1,"Dear @mattfidler,

Sure. 

Here is a comparison of the two codes:
![image](https://user-images.githubusercontent.com/52911686/61356647-134e8b80-a877-11e9-823a-b94a3e2146fc.png)

It doesn’t work when the code is splited into two lines when the distribution of the variable is defined as on the left picture.
So the distribution of the variable should be coded in one line as on the right picture:
lag(depot) <- exp(llagDepot + eta.lag)

Regards, 
MP

_Originally posted by @MorganePhilipp in https://github.com/nlmixrdevelopment/nlmixr/issues/200#issuecomment-512144241_","mattfidler",416,0
"nlmixrdevelopment/nlmixr","Increasing nmax for dop853","https://github.com/nlmixrdevelopment/nlmixr/issues/204","closed",2019-07-22,2019-08-01,2019-07-26,12,"When using `dop853`, I got a bunch of `IDID=-2, larger nmax is needed` errors. I thought of increasing this `nmax` parameter, but I can't seem to find how I can access it... My best guess was `maxstepsOde` within `foceiControl`, but it doesn't seem to have any effect (even with absurdly high values I got the exact same error at the exact same point).

Here is a reproducible example:

```
one.compartment.saem <- function() {
    ini({
        tka <- 0.5   # Log Ka
        tcl <- -3.2 # Log Cl
        tv <- -1    # Log V
        eta.ka ~ 1
        eta.cl ~ 2
        eta.v ~ 1
        add.err <- 0.1
    })
    model({
        ka <- exp(tka + eta.ka)
        cl <- exp(tcl + eta.cl)
        v <- exp(tv + eta.v)
        d/dt(depot) = -ka * depot
        d/dt(center) = ka * depot - cl / v * center
        cp = center / v 
        cp ~ add(add.err)
    })
}

fit <- nlmixr(one.compartment.saem, theo_sd, est=""focei"",
     control=foceiControl(method=""dop853"",maxstepsOde = 1e15))","tamas-ferenci",4,-6
"nlmixrdevelopment/nlmixr","Models without a parameters section should parse correctly.","https://github.com/nlmixrdevelopment/nlmixr/issues/206","closed",2019-07-22,2019-08-05,2019-08-05,2,"```R
 f <- function(){
      ini({
        CL <- 3      # Cl (L/hr)
        Vc <- 75     # Vc (L)
        prop.err <- c(0, 0.2, 1)
      })
      model({
        CL <- CL
        Vc <- Vc
        k10 <- CL/Vc
      
        d/dt(centr) = -k10*centr
        cp = centr/Vc
        cp ~ prop(prop.err)
      })
    }
    
    nmf <- nlmixr(f)
```","mattfidler",14,0
"nlmixrdevelopment/nlmixr","vpc broken for pheno","https://github.com/nlmixrdevelopment/nlmixr/issues/207","closed",2019-07-23,2019-07-26,2019-07-26,2,"","mattfidler",3,0
"pharmaR/riskmetric","adding new pkg_cran_remote and pkg_bioc_remote subclasses","https://github.com/pharmaR/riskmetric/pull/29","closed",2019-07-24,2019-07-29,2019-07-29,3,"* added `pgk_cran_remote` and `pkg_bioc_remote` subclasses of `pkg_remote`, which can be used to dispatch behaviors for various webscraping assessments
* modified `assess_has_news` to accommodate new subclasses
* added memoised functions for remote repo mirror lists
* added util for comparing urls","dgkf",5,0
"Roche/ggtips","Tooltipdata","https://github.com/Roche/ggtips/pull/9","closed",2019-07-24,2019-07-26,2019-07-26,4,"","marcin-kam",2,0
"nlmixrdevelopment/nlmixr","Error during installation: non-empty 'configure.win' file","https://github.com/nlmixrdevelopment/nlmixr/issues/209","closed",2019-07-26,2019-07-26,2019-07-26,2,"When trying to upgrade `nlmixr` from Github, I get the following:

```
--------[[end src/Makevars.win]]-------- 
** libs
Error: (converted from warning) this package has a non-empty 'configure.win' file,
so building only the main architecture
* removing 'C:/Users/<username>/Documents/R/win-library/3.6/nlmixr'
Error: Failed to install 'nlmixr' from GitHub:
   (converted from warning) installation of package ‘C:/Users/<templocation>/nlmixr_1.1.1-0.tar.gz’ had non-zero exit status
```

Just an idea: this seems to be already documented [here](https://github.com/r-lib/remotes/issues/272), and @mattfidler changed `RxODE` to resolve this (by including `Biarch: true` in `DESCRIPTION`), but I don't see this in `nlmixr`... could this be the problem? (Although it was working well up to the recent days, so perhaps a new commit might rather be the culprit...)","tamas-ferenci",0,0
"nlmixrdevelopment/nlmixr","logitNormal TBS implemented in SAEM/FOCEi and maybe dynmodel.","https://github.com/nlmixrdevelopment/nlmixr/issues/208","closed",2019-07-26,2020-09-10,2020-09-10,2,"It would be ideal if this was done for you, as in the case of `log`-transformed data with `f ~ lnorm(err)`  Something like `f~logitNorm(err)` would be ideal.

I will look at the VPC object again to see if I can get the simulation object;  You should be able to do it. 

Do you have a simple example I can work with?

_Originally posted by @mattfidler in https://github.com/nlmixrdevelopment/nlmixr/issues/203#issuecomment-513578858_","mattfidler",412,0
"Novartis/xgxr","Fix coding convention and package structure violations","https://github.com/Novartis/xgxr/pull/4","closed",2019-07-29,2021-02-15,2019-08-01,0,"This pull request introduces changes that are necessary or recommended before submitting to CRAN.

- add license, news, Travis CI config files
- apply numerous cosmetic changes to avoid CRAN notes and conform to coding conventions
- add missing documentation entries
- add missing namespace and import annotations
- move xgx_spaghetti to Rdev: xgx_spaghetti calls code in Rdev
- change package folder structure
- update all vignettes
- change position of parameters: required parameters first, optional parameters last
- rename data sets to reduce verbosity
- fix links in documentation entries (both URLs and links to external function documentation entries)
- fix documentation example code
- remove unused variables","kkrismer",3,-564
"Roche/ggtips","resolve environment issue","https://github.com/Roche/ggtips/pull/10","closed",2019-07-29,2019-07-29,2019-07-29,0,"","marcin-kam",0,0
"nlmixrdevelopment/nlmixr","Thank you very much! This specific problem is solved, and I think it also a useful addition in general that the algorithm now gives meaningful error messages. (Sidenote: I can't understand why `std_out_err` is not `TRUE` in `reprex` by default. This way it can easily happen that you don't even notice error messages, just as in this example...)","https://github.com/nlmixrdevelopment/nlmixr/issues/210","closed",2019-07-31,2019-07-31,2019-07-31,0,"Thank you very much! This specific problem is solved, and I think it also a useful addition in general that the algorithm now gives meaningful error messages. (Sidenote: I can't understand why `std_out_err` is not `TRUE` in `reprex` by default. This way it can easily happen that you don't even notice error messages, just as in this example...)

_Originally posted by @tamas-ferenci in https://github.com/nlmixrdevelopment/nlmixr/issues/204#issuecomment-515520699_","mattfidler",0,0
"nlmixrdevelopment/nlmixr","Error parsing model -- no parameters found error","https://github.com/nlmixrdevelopment/nlmixr/issues/211","closed",2019-08-01,2019-08-01,2019-08-01,2,"It's strange, but even the vignette standard example seems to throw an error now:

``` r
library(nlmixr)
one.compartment.saem <- function() {
  ini({
    tka <- .5   # Log Ka
    tcl <- -3.2 # Log Cl
    tv <- -1    # Log V
    eta.ka ~ 1
    eta.cl ~ 2
    eta.v ~ 1
    add.err <- 0.1
  })
  model({
    ka <- exp(tka + eta.ka)
    cl <- exp(tcl + eta.cl)
    v <- exp(tv + eta.v)
    d/dt(depot) = -ka * depot
    d/dt(center) = ka * depot - cl / v * center
    cp = center / v 
    cp ~ add(add.err)
  })
}
fit <- nlmixr(one.compartment.saem, theo_sd, est=""saem"")
#> Error in .nlmixrUIModel(fun, ini, bigmodel): Error parsing model -- no parameters found.
```

<sup>Created on 2019-08-01 by the [reprex package](https://reprex.tidyverse.org) (v0.3.0)</sup>
","tamas-ferenci",0,0
"nlmixrdevelopment/nlmixr","Estimating the compartment's value at time zero","https://github.com/nlmixrdevelopment/nlmixr/issues/213","closed",2019-08-01,2019-08-03,2019-08-03,9,"Let's say I want to estimate a compartment's starting value (i.e. value at time zero) as a separate parameter. Here is my solution:

```
model1 <- function() {
  ini({
    ta <- 1 # Log a
    tx10 <- 1 # Log x10
    
    eta.a ~ 0.01
    eta.x10 ~ 0.01
    
    add.err <- 1
  })
  model({
    a <- exp( ta + eta.a )
    x10 <- exp( tx10 + eta.x10 )
    
    x1(0) = x10
    
    d/dt(x1) = a*x1
    
    Volume = x1
    Volume ~ add(add.err)
  })
}
```

But it apparently doesn't work, as shown by this small example:

```
RawData <- data.frame( ID = c( 1, 1, 1, 2, 2, 2 ),
                       TIME = c( 3, 4, 5, 3, 4, 5 ),
                       DV = c( 30, 80, 250, 40, 150, 400 ) )

fit <- nlmixr( model1, RawData, est = ""saem"" )
```

Problem is, `x10` will be 2.37, which is just the first value of `fit$PRED`... but that first values pertains to `TIME==3` not 0!","tamas-ferenci",2,0
"nlmixrdevelopment/nlmixr","Models that need to parse correctly","https://github.com/nlmixrdevelopment/nlmixr/issues/212","closed",2019-08-01,2019-08-02,2019-08-02,1,"# Model 1

```R
one.compartment.IV.model <- function(){
    ini({ # Where initial conditions/variables are specified
          # '<-' or '=' defines population parameters
          # Simple numeric expressions are supported
        Cl <- 1.6      # Cl (L/hr)
        Vc <- 4.5      # V (L)
        # Bounds may be specified by c(lower, est, upper), like NONMEM:
        # Residuals errors are assumed to be population parameters
        prop.err <- c(0, 0.3, 1)
        # Between subject variability estimates are specified by '~'
        # Semicolons are optional
        #eta.Vc ~ 0.1   #IIV V
        #eta.Cl ~ 0.1   #IIV Cl
    })
    model({ # Where the model is specified
        # The model uses the ini-defined variable names
        #Vc <- exp(lVc + eta.Vc)
        #Cl <- exp(lCl + eta.Cl)
        # RxODE-style differential equations are supported
        d / dt(centr) = -(Cl / Vc) * centr;
        ## Concentration is calculated
        cp = centr / Vc;
        # And is assumed to follow proportional error estimated by prop.err
        cp ~ prop(prop.err)
    })
}
```
# Model 2
```R
f <- function(){
    ini({
      # THETA values
      CL <- 2.2 # Clearance
      V <- 65
      # SIGMA values
      add.err <- 0.01
      prop.err <- 0.01
    })
    model({
      # ODES
      kel = CL/V
      X(0) = 0
      d/dt(X) = -kel*X
      # Output
      cp = X/V
      #Error model   
      cp ~ add(add.err) + prop(prop.err)
    })
  }
```","mattfidler",1,0
"Novartis/xgxr","Update vignettes and data","https://github.com/Novartis/xgxr/pull/5","closed",2019-08-02,2019-08-02,2019-08-02,0,"- rename raw data files
- remove grid and gridExtra from imports
- update vignettes
- update data descriptions
- reorder parameters of xgx_save and xgx_save_table","kkrismer",0,0
"nlmixrdevelopment/nlmixr","Error in matrix(rnorm(phiM), dim(phiM)) : non-numeric matrix extent","https://github.com/nlmixrdevelopment/nlmixr/issues/216","closed",2019-08-03,2019-08-05,2019-08-05,9,"Here is a simple reproducible example of a basic exponential model (or at least this is what I intended...):

``` r
library( nlmixr )

as <- rnorm( 100, 0.4, 0.05 )

RawData <- do.call( rbind, lapply( 1:100, function( i )
  data.frame( ID = i, TIME = 0:9, DV = exp(as[i]*(0:9))+rnorm(10) ) ) )

model1 <- function() {
  ini({
    ta <- 1 # Log a
    
    eta.a ~ 0.01
    
    add.err <- 1
  })
  model({
    a <- exp( ta + eta.a )
    
    d/dt(x1) = a*x1
    
    Volume = x1
    Volume ~ add(add.err)
  })
}

fit <- nlmixr( model1, RawData, est = ""saem"" )
#> Compiling RxODE equations...done.
#> Building SAEM model...done
#> Error in matrix(rnorm(phiM), dim(phiM)): non-numeric matrix extent
```

<sup>Created on 2019-08-03 by the [reprex package](https://reprex.tidyverse.org) (v0.3.0)</sup>","tamas-ferenci",2,0
"pharmaR/riskmetric","Assess news current","https://github.com/pharmaR/riskmetric/pull/30","closed",2019-08-04,2019-08-09,2019-08-09,4,"* added `assess_news_current`to assess whether NEWS includes update for recent version
* added `assess_export_help` to assess whether package has documentation for exported objects
* added a ton of documentation for our own functions
* commented out a lot of the source downloading code that @kkmann had added to get our tests passing and to get the package stable before R/Pharma. The structure of the package has changed slightly since that code was added and it's not causing minor issues.
* made some minor changes to vignettes to help pass R CMD Check","dgkf",5,0
"Novartis/xgxr","Change default parameter handling","https://github.com/Novartis/xgxr/pull/7","closed",2019-08-05,2021-02-15,2019-08-05,0,"  - changed default parameters in xgx_scale_x_time_units
  - changed default parameters in xgx_scale_x_log10
  - changed default parameters in xgx_scale_y_log10
  - changed meta info label","kkrismer",0,-560
